family,fund,regime,mode,im_regime,im_mode,im_flat,reanchor,scenario,c,seed,drawdown,client_defaults,cm_defaults,bcm_defaults,nbcm_defaults,deepest_waterfall,mutualised_l3,mutualised_l4,total_df,ccp_cash_used,im_open,im_peak,im_trough,im_mean,im_peak_to_trough,im_max_jump_pct,im_responsiveness,error
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.25,43,-37.347021114448374,21,0,0,0,0,0,0,1575519766.5084443,0.0,2608598512.5,5081995800.0,2608598512.5,4443197743.181818,1.9481709337975404,0.3662673061498958,0.7531850548587966,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.5,43,-40.520912717980906,23,0,0,0,0,0,0,1690919499.8671458,0.0,2613659062.5,4798674000.0,2613659062.5,4303744448.863636,1.8359984547525505,0.28175592909796365,0.6640801985806479,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.75,43,-43.48859102523871,24,0,0,0,0,0,0,1793582071.229945,0.0,2715956325.0,5156630550.0,2715956325.0,4459224806.818182,1.898642663187892,0.2973768549094764,0.7138419871834543,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,3.0,43,-46.384542968574884,34,0,0,0,0,0,0,2114507015.4361537,0.0,2535853312.5,4840277400.0,2535853312.5,4244100239.2045455,1.9087371403309434,0.39938439361129263,0.7218605933753873,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,3.5,43,-51.64298202358004,46,1,0,1,1,0,0,1912398300.3697321,-41971125.0,2564712450.0,4979853900.0,2564712450.0,4288210437.5,1.9416811814517452,0.40608306790884097,0.7480298826189024,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,4.0,43,-56.43519971309454,44,1,0,1,1,0,0,2836678958.625095,0.0,2365297875.0,5266965000.0,2365297875.0,4253821494.8863635,2.226766047384201,0.3816656179086957,0.9744886916089259,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.0,44,-18.76372764355193,4,0,0,0,0,0,0,749259996.2840203,0.0,7097652512.773099,15104143269.783787,7097652512.773099,12842333677.970594,2.1280477231876347,0.28964801281345953,0.8960712209027044,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.25,44,-22.919001299923803,3,0,0,0,0,0,0,1054450721.9527109,0.0,7750306188.620919,19227312621.475414,7750306188.620919,15791041059.547127,2.4808455502964715,0.3051289054908739,1.176318211496251,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.25,43,-22.89415878423813,9,0,0,0,0,0,0,1954218977.9916477,0.0,2764647450.0,5221124100.0,2764647450.0,4707546577.840909,1.888531610061167,0.35673806709061573,0.7058102137632002,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.5,43,-26.803245617967452,14,0,0,0,0,0,0,1934964306.6944244,0.0,2966978700.0,5020961325.0,2966978700.0,4608435150.0,1.6922808798728484,0.17705225689688975,0.5499173133228142,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.75,43,-30.515084950912275,13,0,0,0,0,0,0,1820246211.612995,0.0,2712120000.0,4978045537.5,2712120000.0,4553835622.159091,1.8354812978408035,0.34590767554532986,0.6636693920023606,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.0,43,-34.01622808983728,21,0,0,0,0,0,0,2014326780.1865332,0.0,2848992300.0,5029386037.5,2848992300.0,4490450331.818182,1.7653210356166986,0.25757149290996684,0.6079371826838103,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.5,44,-26.800842709220497,8,0,0,0,0,0,0,1449299985.842589,0.0,7473270167.37764,23514920684.980686,7473270167.37764,18382563674.523937,3.1465369454496837,0.3376974625496192,1.7051140141363694,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.75,44,-30.49890178851584,15,0,0,0,0,0,0,1843346920.9806519,0.0,7734854602.879288,30630027944.52076,7734854602.879288,21625964332.18279,3.960000480567376,0.2543870652152578,2.3512934692155896,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.0,44,-34.01766103366355,20,0,0,0,0,0,0,2164282449.66054,0.0,7951936655.753876,34673315650.84708,7951936655.753876,24005019778.73929,4.360361148721941,0.34505177714017754,2.6693222771643557,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.25,44,-37.36160294051728,18,0,0,0,0,0,0,2530365238.044416,0.0,8889780327.28133,38393546696.25716,8889780327.28133,26632434332.196846,4.3188408805146095,0.40185420657894366,2.6363404124258523,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.5,44,-40.52624501322336,23,0,0,0,0,0,0,2800642798.017881,0.0,8851867640.185993,44444213993.39448,8851867640.185993,30504346476.595173,5.020885512524521,0.23922336536660493,3.1940136186228854,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.75,44,-43.53848222690394,32,2,0,2,1,0,0,3300383844.5433455,-6616500.0,7996515632.726455,45728142626.08443,7996515632.726455,33479522318.036148,5.718508501244957,0.4933206746340111,3.748174466947681,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,3.0,44,-46.38038459814424,38,3,0,3,2,0,0,3205713086.9345922,-29301417.747520447,9539556536.53526,51988435850.19104,9539556536.53526,34315474536.44231,5.449774908412367,0.34854778884876314,3.5347043861370895,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,3.5,44,-51.669729705500025,47,3,0,3,2,0,0,3685363806.064204,-68969034.75094318,9180112142.14724,58959885851.44937,9180112142.14724,40779879036.77162,6.422567060020531,0.5110606953726415,4.3074474474970055,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.75,44,-43.53848222690394,32,0,0,0,3,1,0,1710656227.907624,-428258667.63037014,1760997376.471745,20671055613.853622,1760997376.471745,14245850331.77686,11.738265990645152,1.0301422342232263,8.530003579480534,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,3.0,44,-46.38038459814424,45,0,0,0,4,1,1,1669690031.746235,-11769084929.85308,1754668083.389135,19050750383.4528,1754668083.389135,14387721560.688034,10.857181801960145,1.0402931224072463,7.830109267879926,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,3.5,44,-51.64283473037787,48,0,0,0,4,1,1,2207176619.2119074,-7864172552.29567,1824388645.7608283,24354117129.148388,1824388645.7608283,17309554126.699085,13.349193542580915,1.0947957135887516,9.809653179915724,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,4.0,44,-56.403245326998075,54,0,0,0,4,1,1,2540592371.981781,-6119589132.090893,1995946501.8386128,32148346237.026234,1995946501.8386128,20320450951.031998,16.106817596269256,1.0982008632466456,12.000187766162265,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,4.0,44,-56.43462279797391,56,4,0,4,2,0,0,5835573206.515894,1335196.9744195938,10245988274.287407,61707614428.868,10245988274.287407,43078364653.2086,6.0226122436353915,0.5530333817521436,3.9897410302441814,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.0,44,-18.790622618674078,1,0,0,0,2,0,0,505083288.816709,550390.7311620712,1619956983.956917,5950330523.33126,1619956983.956917,5013787943.134451,3.6731410662503796,0.8295456902074081,2.1234250374722015,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.25,44,-22.905553812362722,7,0,0,0,2,0,0,619785036.983876,-5903132.527266502,1756855431.1485481,7771722548.613012,1756855431.1485481,6093442195.681861,4.423655134521929,0.8389836907515111,2.7196002201678007,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.5,44,-26.823255188488947,14,0,0,0,2,0,0,847335723.9059503,3122122.889111519,1627771658.3319423,10701450354.10751,1627771658.3319423,7683386900.625568,6.574294557428167,0.8632107607450692,4.427973060954546,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.75,44,-30.53027925949169,16,0,0,0,2,0,0,998523927.7977886,25557181.242503166,1603866490.2609558,11643043716.668959,1603866490.2609558,8765348029.677845,7.259359670750766,0.6813336717937895,4.972158488463027,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.0,44,-34.05352100049307,21,0,0,0,2,0,0,1153348652.2484167,-7303420.565988541,1621130685.9927084,14697150249.495605,1621130685.9927084,10098435168.259012,9.065987323838561,0.863429526570711,6.407263593984961,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.25,44,-37.3526379488099,22,0,0,0,3,1,0,1443806911.4390395,137400962.21489143,1806312621.5241492,17892076726.207928,1806312621.5241492,12295581890.209879,9.905304603978665,0.979050673132289,7.073980120671112,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.5,44,-40.50831502980859,24,0,0,0,3,1,0,1558157995.158913,18976529.776875496,1841530020.3216522,20062769626.278023,1841530020.3216522,13338405360.454334,10.894619911096395,0.7142872814249277,7.859848445994847,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.0,44,-34.01317853780985,19,0,0,0,0,0,0,831951642.5201554,0.0,6186949260.272957,12400468721.267376,6186949260.272957,10618696919.823519,2.0042945561057164,0.35533841927139065,0.79776717822948,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.25,44,-37.397462907346814,22,0,0,0,0,0,0,782845409.2421746,0.0,6312936683.133484,12156181725.364033,6312936683.133484,10553224094.824858,1.9255985503295434,0.3770251089967738,0.7352545517452438,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.5,44,-40.51728002151598,22,0,0,0,0,0,0,710827189.0228789,0.0,6275022259.53611,12356693124.731077,6275022259.53611,10457629354.370905,1.9691871380938437,0.2362440741040026,0.7698793980638108,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.75,44,-43.68192209422206,37,0,0,0,0,0,0,770095098.7977171,0.0,5498508756.191775,12651273943.207659,5498508756.191775,10589936610.729147,2.3008554690326317,0.45342723805389307,1.0333420513984226,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.0,44,-18.772692635259315,1,0,0,0,0,0,0,613170344.6145049,0.0,6762118126.080404,12551661620.966373,6762118126.080404,11402354274.128109,1.8561730787512614,0.31423687632523345,0.6801060276179988,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.25,44,-22.89658882065534,3,0,0,0,0,0,0,666826540.0470994,0.0,6922072325.772648,12503666995.819906,6922072325.772648,11185806790.571144,1.806347349082955,0.32687345378208965,0.6405266716222409,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.5,44,-26.787395221659416,11,0,0,0,0,0,0,726890427.8352499,0.0,6409442411.439398,12163983242.970022,6409442411.439398,10931121190.107092,1.8978223786300157,0.3492435158501441,0.7131903894095702,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.75,44,-30.47648930924739,16,0,0,0,0,0,0,712633742.9410411,0.0,6327949889.087856,12646296626.125544,6327949889.087856,10776010350.923424,1.9984824228670444,0.2662035460223158,0.7931502766390853,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,3.0,44,-46.36245461472949,44,0,0,0,0,0,0,913100399.4103082,0.0,5824335695.227082,11982311746.692043,5824335695.227082,10132969167.820679,2.0572838472396584,0.34424526256503185,0.8398595275380581,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,3.5,44,-51.69662468062217,47,3,0,3,3,1,0,897773866.9651531,-433038111.0227909,5294768836.42584,13991455973.88057,5294768836.42584,10507827660.615356,2.6425055382257834,0.456389855673041,1.30473375613792,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,4.0,44,-56.43910529382761,47,1,0,1,3,1,0,826997407.5454028,-41862188.37520409,5379030057.451509,13100599069.343197,5379030057.451509,9695739166.24136,2.4354946764417287,0.4803378237872531,1.140293483048424,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.0,44,-18.839930073064682,5,0,0,0,0,0,0,596263380.14232,0.0,6853269690.0,12894640200.0,6853269690.0,11561871985.90909,1.881531120658408,0.3142368763252332,0.7002493345937261,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.25,44,-22.887623828947955,5,0,0,0,0,0,0,644509431.1119139,0.0,7015380030.0,13059741870.0,7015380030.0,11369530159.09091,1.8615872289387578,0.32687345378208965,0.6844067890742174,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.5,44,-26.80980770092788,11,0,0,0,0,0,0,621435153.6160771,0.0,6495840000.0,12794380200.0,6495840000.0,11120773737.272728,1.9696267457326535,0.3492435158501441,0.7702286029294643,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.75,44,-30.480971805101078,15,0,0,0,0,0,0,716812216.5186542,0.0,6413248980.0,12429846360.0,6413248980.0,10803057484.09091,1.9381512239370442,0.2662035460223158,0.7452258404893775,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.0,44,-34.01766103366355,20,0,0,0,0,0,0,734380524.9025728,0.0,6270347700.0,12556073970.0,6270347700.0,10752860295.0,2.00245258648097,0.35533841927139065,0.796303999024749,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.25,44,-37.32126047783406,24,0,0,0,0,0,0,822427518.4660281,0.0,6398033400.0,12642291360.0,6398033400.0,10772264161.363636,1.9759652020572447,0.377025108996774,0.7752635923015142,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.5,44,-40.490385046393826,23,0,0,0,0,0,0,774718475.5862552,0.0,6359607900.0,12493893150.0,6359607900.0,10751656468.636364,1.9645697260675459,0.2362440741040026,0.7662115301653466,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.75,44,-43.498139764220724,32,0,0,0,0,0,0,747646696.1055425,0.0,5572627200.0,12478013280.0,5572627200.0,10867741055.454546,2.2391616794319202,0.45342723805389307,0.9843352334834782,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,3.0,44,-46.39383208570532,42,0,0,0,0,0,0,682780828.3870934,0.0,5902846200.0,12983760000.0,5902846200.0,10373580261.818182,2.199576197665458,0.34424526256503185,0.9528902775234056,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,3.5,44,-51.62490474696311,49,2,0,2,2,0,0,706753762.8433934,-22870399.294410706,5366140920.0,13246659000.0,5366140920.0,10575764080.90909,2.4685633861437988,0.456389855673041,1.1665618034991556,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,4.0,44,-56.48393025236451,46,3,0,3,3,1,0,846976365.2544647,-380232475.9122801,5451537960.0,12769902720.0,5451537960.0,10257374029.09091,2.3424403927291007,0.48033782378725287,1.0663752755979652,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.0,44,-18.790622618674078,2,0,0,0,0,0,0,1914061128.3054492,0.0,2855529037.5,5502534075.0,2855529037.5,4789415015.340909,1.926975352986583,0.3142368763252332,0.7363482228838631,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.25,44,-22.892106324801652,4,0,0,0,0,0,0,1954000775.7832966,0.0,2923075012.5,5350500000.0,2923075012.5,4694419743.181818,1.8304354069326163,0.32687345378208965,0.6596611594305468,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.5,44,-26.836702676050027,10,0,0,0,0,0,0,2419593360.4326167,0.0,2706600000.0,5253942000.0,2706600000.0,4633584570.454545,1.94115938816227,0.3492435158501441,0.7476153931072018,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.75,44,-30.489936796808458,20,0,0,0,0,0,0,2366355665.360003,0.0,2672187075.0,5337107325.0,2672187075.0,4517525282.954545,1.9972805702609724,0.2662035460223158,0.792195578083403,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.0,44,-33.99973105024878,18,0,0,0,0,0,0,2470319484.533069,0.0,2612644875.0,5264418825.0,2612644875.0,4424889348.295455,2.014976805831677,0.35533841927139065,0.8062526849657378,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.25,44,-37.455735353444794,24,1,0,1,0,0,0,2427686925.2186446,0.0,2665847250.0,5249355000.0,2665847250.0,4442605685.795455,1.9691131965644317,0.377025108996774,0.7698206621830731,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.5,44,-40.50831502980859,25,0,0,0,0,0,0,2250212180.2410307,0.0,2649836625.0,5444003250.0,2649836625.0,4316352673.863636,2.0544675089167055,0.2362440741040026,0.8376223529330759,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.75,44,-43.52951723519656,34,1,0,1,0,0,0,2545857784.254043,0.0,2321928000.0,5319621300.0,2321928000.0,4395575521.022727,2.2910362853628534,0.45342723805389307,1.0255421261661968,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,3.0,44,-46.49244699448653,41,2,0,2,2,0,0,2730794282.1087666,34637098.430309296,2459519250.0,5133899700.0,2459519250.0,4320005571.590909,2.087359023516486,0.34424526256503185,0.8637499174313926,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,3.5,44,-51.65179972208526,48,2,0,2,2,0,0,2293134037.5513043,-98759109.37887573,2235892050.0,5451703125.0,2235892050.0,4341795152.840909,2.438267592122795,0.456389855673041,1.1424961646271536,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,4.0,44,-56.42117531041284,49,2,0,2,2,0,0,2286889217.456381,-69576663.67902946,2271474150.0,5315559150.0,2271474150.0,4206794234.659091,2.340136316321275,0.48033782378725287,1.0645450192024477,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.0,45,-18.769617074701817,2,0,0,0,0,0,0,611503798.5050839,0.0,8397638673.200399,15490661830.47716,8397638673.200399,12810152079.904722,1.8446449571488361,0.2079893160029478,0.6709485976736259,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.25,45,-22.867904223836433,5,0,0,0,0,0,0,886366766.5085533,0.0,8686722143.001865,18281585435.6303,8686722143.001865,14973621249.43719,2.1045435936221555,0.24641937521306678,0.877400579897837,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.5,45,-26.777867455833558,13,0,0,0,0,0,0,981622025.7188259,0.0,8735036606.48009,23508161317.726196,8735036606.48009,18102209114.861103,2.691249318896576,0.28225372495245793,1.3434536597016324,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.75,45,-30.445699937225356,19,1,0,1,2,0,0,1313983388.0346465,10528492.811636925,9486362217.2552,28119995741.50905,9486362217.2552,20624108111.489227,2.9642549058858663,0.18352713110026087,1.5603172237319478,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.0,45,-34.01488655725944,19,0,0,0,0,0,0,994584906.7761277,0.0,9052163075.674555,30171248976.658226,9052163075.674555,22625633910.511337,3.333043022361802,0.31454821853712667,1.8532661929929168,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.25,45,-37.35987803784414,24,1,0,1,1,0,0,1224232045.2598653,-375375.0,9820709950.955551,36605671462.78495,9820709950.955551,26163091674.092434,3.7273956410069147,0.32618752131561957,2.1665224721306098,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.5,45,-40.47170657340149,20,1,0,1,0,0,0,1458987157.486597,0.0,9699109305.774614,37451630554.97328,9699109305.774614,28334815249.70482,3.8613474056504846,0.4370220387289343,2.272927829651348,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.75,45,-43.55663169222491,37,1,0,1,0,0,0,1559149505.5054867,0.0,10145997125.755173,39450658408.56291,10145997125.755173,29092415050.37763,3.8882978104162014,0.36988031951733524,2.294336039256166,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,3.0,45,-46.39045825486503,44,1,0,1,2,0,0,1518973919.808521,52274537.119748116,11141801408.61981,44932024325.57617,11141801408.61981,33435968650.70923,4.032743241215437,0.37947798418735235,2.409077101065444,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,3.5,45,-51.699399157026285,47,4,0,4,3,1,0,3020948452.5330415,9261963.439479828,10825550769.614176,63494564124.90956,10825550769.614176,39354317091.57238,5.865250228480756,0.47811438741335444,3.8647396050873932,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,4.0,45,-56.42543269661914,52,5,0,5,3,1,0,3468683425.8548694,127690246.98204803,11793639179.182825,61051439116.246635,11793639179.182825,41847087496.673546,5.176641254550986,0.649576442366024,3.3177390914476246,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,3.0,45,-46.39045825486503,54,0,0,0,4,1,1,1815657061.6433964,-11949669068.007286,2241967599.5245442,19306791319.4823,2241967599.5245442,14435052020.392311,8.611538955146678,0.7776628071633509,6.046269908877152,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,3.5,45,-51.65456012913641,52,0,0,0,4,1,1,2113900221.4855595,-2113305141.8551292,2347368034.551125,26593422188.83555,2347368034.551125,18294727018.16797,11.3290382238339,0.8702747190019362,8.204931140525881,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,4.0,45,-56.46130391893104,55,0,0,0,4,1,1,2577119422.2161427,-1398663629.653017,2415517787.0292,28916087410.996212,2415517787.0292,20074983437.21705,11.97096852950918,1.140203452521138,8.7148521845713,
